Entry,Accession,Biomass.Yield.dry.weight.2016,Biomass.Yield.dry.weight.2017,Biomass.Yield.dry.weight.2018
JM11-040,JM11-040,NA,NA,NA
RU2012-211,RU2012-211,NA,NA,NA
JY108,JY108,NA,NA,NA
JM2014-H-56,JM2014-H-56,NA,NA,NA
KMS329,KMS329,NA,NA,NA
JY109,JY109,NA,NA,NA
JM11-002,JM11-002,NA,NA,NA
KMS434,KMS434,NA,NA,NA
JY282,JY282,NA,NA,NA
JM2014-K-2,JM2014-K-2,NA,NA,NA
RU2012-113,RU2012-113,NA,NA,NA
JY230,JY230,NA,NA,NA
RU2012-105,RU2012-105,NA,NA,NA
JM2014-H-22,JM2014-H-22,NA,NA,NA
JY195,JY195,NA,NA,NA
JY261,JY261,NA,NA,NA
UI11-00034,UI11-00034,NA,NA,NA
JY126,JY126,NA,NA,NA
JY148,JY148,NA,NA,NA
KMS454,KMS454,NA,NA,NA
KMS408,KMS408,NA,NA,NA
RU2012-025,RU2012-025,NA,NA,NA
JY291,JY291,NA,NA,NA
JY186,JY186,NA,NA,NA
JY066,JY066,NA,NA,NA
KMS427,KMS427,NA,NA,NA
KMS351,KMS351,NA,NA,NA
KMS410,KMS410,NA,NA,NA
KMS356,KMS356,NA,NA,NA
JY278,JY278,NA,NA,NA
JM2014-K-7,JM2014-K-7,NA,NA,NA
JY290,JY290,NA,NA,NA
JPN-2010-002,JPN-2010-002,NA,NA,NA
JY146,JY146,NA,NA,NA
JY015,JY015,NA,NA,NA
KMS340,KMS340,NA,NA,NA
RU2012-078,RU2012-078,NA,NA,NA
KMS446,KMS446,NA,NA,NA
JY032,JY032,NA,NA,NA
JY169,JY169,NA,NA,NA
UI11-00031,UI11-00031,NA,NA,NA
RU2012-205,RU2012-205,NA,NA,NA
JY116,JY116,NA,NA,NA
KMS369,KMS369,NA,NA,NA
KMS343,KMS343,NA,NA,NA
KMS389,KMS389,NA,NA,NA
RU2012-056.1WD (4x),RU2012-056.1WD (4x),NA,NA,NA
RU2012-018,RU2012-018,NA,NA,NA
JPN-2011-010,JPN-2011-010,NA,NA,NA
KMS308,KMS308,NA,NA,NA
JY093,JY093,NA,NA,NA
RU2012-108,RU2012-108,NA,NA,NA
KMS397,KMS397,NA,NA,NA
JY174,JY174,NA,NA,NA
RU2012-138,RU2012-138,NA,NA,NA
RU2012-038,RU2012-038,NA,NA,NA
JM2014-H-46,JM2014-H-46,NA,NA,NA
KMS263,KMS263,NA,NA,NA
JY267,JY267,NA,NA,NA
JY187,JY187,NA,NA,NA
RU2012-162,RU2012-162,NA,NA,NA
RU2012-209,RU2012-209,NA,NA,NA
JY279,JY279,NA,NA,NA
KMS269,KMS269,NA,NA,NA
RU2012-195,RU2012-195,NA,NA,NA
RU2012-045,RU2012-045,NA,NA,NA
JY100,JY100,NA,NA,NA
JPN-2011-005,JPN-2011-005,NA,NA,NA
KMS451,KMS451,NA,NA,NA
KMS423,KMS423,NA,NA,NA
JY297,JY297,NA,NA,NA
KMS464,KMS464,NA,NA,NA
JPN-2011-006,JPN-2011-006,NA,NA,NA
RU2012-029,RU2012-029,NA,NA,NA
KMS403,KMS403,NA,NA,NA
JY211,JY211,NA,NA,NA
KMS402,KMS402,NA,NA,NA
RU2012-110,RU2012-110,NA,NA,NA
RU2012-125,RU2012-125,NA,NA,NA
RU2012-065,RU2012-065,NA,NA,NA
JY284,JY284,NA,NA,NA
JY129,JY129,NA,NA,NA
KMS275,KMS275,NA,NA,NA
KMS256,KMS256,NA,NA,NA
JM2014-M-6,JM2014-M-6,NA,NA,NA
RU2012-147,RU2012-147,NA,NA,NA
RU2012-185,RU2012-185,NA,NA,NA
JY092,JY092,NA,NA,NA
RU2012-059,RU2012-059,NA,NA,NA
JM2014-M-12,JM2014-M-12,NA,NA,NA
JPN-2011-016,JPN-2011-016,NA,NA,NA
JY244,JY244,NA,NA,NA
JM2014-M-7,JM2014-M-7,NA,NA,NA
RU2012-052,RU2012-052,NA,NA,NA
JM2014-H-8,JM2014-H-8,NA,NA,NA
JY038,JY038,NA,NA,NA
JY235,JY235,NA,NA,NA
KMS407,KMS407,NA,NA,NA
JY056,JY056,NA,NA,NA
KMS419,KMS419,NA,NA,NA
RU2012-102,RU2012-102,NA,NA,NA
RU2012-163,RU2012-163,NA,NA,NA
JY271,JY271,NA,NA,NA
JM2014-H-76,JM2014-H-76,NA,NA,NA
RU2012-184,RU2012-184,NA,NA,NA
JM2014-H-70,JM2014-H-70,NA,NA,NA
JM2014-H-48,JM2014-H-48,NA,NA,NA
RU2012-058,RU2012-058,NA,NA,NA
JY237,JY237,NA,NA,NA
RU2012-120,RU2012-120,NA,NA,NA
KMS326,KMS326,NA,NA,NA
JY163,JY163,NA,NA,NA
JPN-2011-004,JPN-2011-004,NA,NA,NA
RU2012-098,RU2012-098,NA,NA,NA
JPN-2011-020,JPN-2011-020,NA,NA,NA
JY280,JY280,NA,NA,NA
JY288,JY288,NA,NA,NA
RU2012-081,RU2012-081,NA,NA,NA
JY072,JY072,NA,NA,NA
RU2012-099,RU2012-099,NA,NA,NA
JY118-1,JY118-1,NA,NA,NA
JPN-2010-014,JPN-2010-014,NA,NA,NA
KMS430,KMS430,NA,NA,NA
JPN-2011-014,JPN-2011-014,NA,NA,NA
KMS392,KMS392,NA,NA,NA
JY175,JY175,NA,NA,NA
JM2014-H-30,JM2014-H-30,NA,NA,NA
KMS375,KMS375,NA,NA,NA
JY127,JY127,NA,NA,NA
JM2014-S-2,JM2014-S-2,NA,NA,NA
JM2014-H-66,JM2014-H-66,NA,NA,NA
JY161,JY161,NA,NA,NA
RU2012-042,RU2012-042,NA,NA,NA
KMS447,KMS447,NA,NA,NA
JY177,JY177,NA,NA,NA
RU2012-109,RU2012-109,NA,NA,NA
UI11-00033,UI11-00033,NA,NA,NA
RU2012-092,RU2012-092,NA,NA,NA
JM2014-H-11,JM2014-H-11,NA,NA,NA
JM2014-H-25,JM2014-H-25,NA,NA,NA
JM2014-H-25,JM2014-H-25,NA,NA,NA
RU2012-067,RU2012-067,643.12,544.29,808.37
JPN-2010-004,JPN-2010-004,1138.76,1689.35,2821.35
JPN-2011-002,JPN-2011-002,1908.67,1409.75,3180.36
RU2012-167,RU2012-167,378.54,474.46,638.23
JM11-040,JM11-040,1948.62,2503.57,3686.04
RU2012-118,RU2012-118,419.38,587.95,989.51
RU2012-164,RU2012-164,625.43,872.1,1682.83
RU2012-150,RU2012-150,531.69,NA,1088.06
RU2012-111,RU2012-111,302.14,443.26,535.79
UI11-00036,UI11-00036,3253.19,3330.28,5371.62
RU2012-108,RU2012-108,130.24,223.15,426.11
RU2012-163,RU2012-163,1043.62,1180.23,1485.26
JPN-2010-013,JPN-2010-013,1970.27,2221.65,3224.44
RU2012-048,RU2012-048,336.58,452.02,722.63
RU2012-058,RU2012-058,479.86,399.26,901.92
JPN-2010-006,JPN-2010-006,2075.25,2144.18,4958.11
JPN-2011-012,JPN-2011-012,3046.82,2197.85,789.55
UI11-00034,UI11-00034,2668.75,1802.37,3914.32
RU2012-177,RU2012-177,786.57,862.75,1180.27
RU2012-214,RU2012-214,1035.46,744.25,1701.82
M. sacchariflorus 'Golf Course 2x'-UI11-00006,UI11-00006,1048.95,1092.89,1805.88
RU2012-018,RU2012-018,815.62,894.25,1528.8
RU2012-017,RU2012-017,233.16,669.42,1343.45
RU2012-088,RU2012-088,553.67,654.62,991.91
RU2012-174,RU2012-174,528.73,992.47,1791.23
RU2012-027,RU2012-027,329.85,353.71,563.87
RU2012-037,RU2012-037,465.23,759.98,860.27
RU2012-162,RU2012-162,685.74,943.09,1389.52
RU2012-131,RU2012-131,126.45,203.74,558.81
RU2012-199,RU2012-199,93.7,117.26,321.1
JPN-2011-008,JPN-2011-008,1708.55,1679.4,2379.37
RU2012-028,RU2012-028,149.21,278.89,392.93
RU2012-208,RU2012-208,1631.26,1446.68,2085.47
RU2012-086,RU2012-086,536.98,777.34,1000.18
JPN-2010-001,JPN-2010-001,3125.46,1389.08,3245.15
RU2012-042,RU2012-042,325.48,178.69,420.23
M. ×giganteus 'Nagara'-UI10-00123,UI10-00123,8045,8919.67,11218.5
RU2012-025,RU2012-025,378.35,420.91,628.11
RU2012-029,RU2012-029,307.96,510.53,725.22
RU2012-149,RU2012-149,484.52,475.08,1080.12
RU2012-147,RU2012-147,420.38,363.33,604.89
JPN-2011-001,JPN-2011-001,3567.13,3442.41,5417.11
RU2012-144,RU2012-144,240.5,368.42,891.73
JPN-2011-023,JPN-2011-023,2605.37,2001.57,4544.57
RU2012-116,RU2012-116,573.74,570.71,993.78
RU2012-159,RU2012-159,199.84,538.03,1053.27
JM11-002,JM11-002,4075.5,4244.68,7026.5
JPN-2011-018,JPN-2011-018,2441.56,1222.11,3836.2
RU2012-146,RU2012-146,120.52,232.36,710.45
RU2012-068,RU2012-068,650.19,402.21,571.39
RU2012-014,RU2012-014,1211.85,1458.15,1760.48
RU2012-053,RU2012-053,215.68,195.85,441.8
RU2012-119,RU2012-119,190.4,214.97,613.34
RU2012-061,RU2012-061,309.22,578.78,961.69
M. sacchariflorus 'EMI-5'-UI11-00027,UI11-00027,3255.53,2683.64,7280
RU2012-096,RU2012-096,151.42,281.39,526.42
JM11-019,JM11-019,2654.32,2801.48,4965.36
JPN-2010-003,JPN-2010-003,1053.4,947.58,2020.84
RU2012-045,RU2012-045,447.38,636.22,810.15
JM11-013,JM11-013,5101.5,3924.46,6538.12
RU2012-211,RU2012-211,650.37,429.7,1545.78
JPN-2011-011,JPN-2011-011,1795.55,1854.63,6138
M. ×giganteus 'Illinois'-UI10-00107,UI10-00107,4305.5,5143.5,8329
RU2012-188,RU2012-188,702.12,842.31,1928.08
RU2012-099,RU2012-099,597.87,615.62,1267.01
RU2012-109,RU2012-109,600.84,659.13,1095.18
RU2012-125,RU2012-125,493.4,571.36,1172.18
PMS-075,PMS-075,1103.75,1551.5,2991.14
RU2012-087,RU2012-087,237.86,214.36,412.9
RU2012-201,RU2012-201,670.26,1020.86,1509.54
RU2012-190,RU2012-190,853.62,848.96,1529.31
M. sacchariflorus 'Hortico'-UI10-00008,UI10-00008,963.18,1203.25,1973.4
RU2012-113,RU2012-113,370.25,296.31,573.09
RU2012-114,RU2012-114,554.17,530.12,997.18
JPN-2011-022,JPN-2011-022,2512.34,1594.75,3300.25
RU2012-138,RU2012-138,392.56,505.93,876.05
RU2012-083,RU2012-083,462.34,522.94,681.84
JPN-2010-010,JPN-2010-010,2399.82,2075.79,3714.51
RU2012-137,RU2012-137,341.25,296.36,609.96
RU2012-120,RU2012-120,284.73,273.77,718.94
JPN-2011-004,JPN-2011-004,2650.35,3209.59,4605.57
JPN-2011-025,JPN-2011-025,3564.27,3011.81,5716.9
RU2012-046,RU2012-046,584.16,520.83,1003.74
RU2012-183,RU2012-183,1157.29,1012.62,1758.87
RU2012-091,RU2012-091,516.82,594.14,1254.35
RU2012-196,RU2012-196,212.68,309.79,774.11
RU2012-145,RU2012-145,215.09,509.77,914.05
RU2012-038,RU2012-038,553.27,511.53,808.29
RU2012-055,RU2012-055,777.14,981.39,1746.91
RU2012-184,RU2012-184,890.36,951.57,1505.63
RU2012-197,RU2012-197,742.51,621.93,1380.95
RU2012-079,RU2012-079,503.24,743.7,1680.77
RU2012-200,RU2012-200,889.94,539.75,1593.93
JPN-2011-015,JPN-2011-015,1998.19,2206.54,3928.11
RU2012-056.1WD (4x),RU2012-056.1WD (4x),357.49,607.39,1012.97
RU2012-095,RU2012-095,52.61,67.86,328.79
RU2012-179,RU2012-179,793.2,672.97,1105.21
RU2012-168,RU2012-168,334.52,363.82,536.5
JPN-2011-017,JPN-2011-017,2933.24,2042.94,4422.15
RU2012-023,RU2012-023,1100.28,1009.28,2171.89
RU2012-064,RU2012-064,463.76,457.78,1032.23
RU2012-100,RU2012-100,526.47,748.41,1062.48
JPN-2010-005,JPN-2010-005,1132.59,1167.68,2478.24
JM11-024,JM11-024,2243.16,3226.34,4490.11
RU2012-110,RU2012-110,521.45,541.65,1044.48
RU2012-065,RU2012-065,413.51,315.41,849.34
JPN-2010-009,JPN-2010-009,2187.35,2186.54,4443.77
RU2012-097,RU2012-097,280.12,334.13,889.29
RU2012-132,RU2012-132,413.57,759.25,1121.22
PMS-076,PMS-076,1056.84,1288.94,1005.49
JPN-2011-003,JPN-2011-003,2354.13,2433.28,5157.5
RU2012-189,RU2012-189,723.85,815.42,1728.6
RU2012-127,RU2012-127,239.81,385.79,652.28
JPN-2011-006,JPN-2011-006,3782.43,3544.86,6378.5
RU2012-157,RU2012-157,607.93,889.44,1322.81
RU2012-126,RU2012-126,301.27,481.39,866.89
RU2012-101,RU2012-101,544.63,379.34,1221.12
RU2012-073,RU2012-073,258.78,368.64,635.38
RU2012-049,RU2012-049,546.95,410.23,903.06
M. sacchariflorus 'Gotemba Gold'-UI11-00005,UI11-00005,1776.42,983.36,1973.54
RU2012-040,RU2012-040,242.61,NA,850.13
RU2012-078,RU2012-078,467.34,NA,1476.86
RU2012-141,RU2012-141,323.19,276.86,800.69
RU2012-203,RU2012-203,563.27,568.58,1542.53
RU2012-195,RU2012-195,289.77,349.32,1549.51
RU2012-161,RU2012-161,642.52,1021.05,1597.13
JPN-2010-015,JPN-2010-015,1513.26,1289.5,3002.76
RU2012-112,RU2012-112,305.66,364.15,542.74
RU2012-152,RU2012-152,521.45,520.56,1182.66
RU2012-117,RU2012-117,290.13,309.58,682.98
RU2012-185,RU2012-185,1311.24,797.76,1798.81
UI11-00038,UI11-00038,3819.74,2726.77,5548.56
RU2012-031,RU2012-031,469.14,540.28,718.94
JPN-2011-014,JPN-2011-014,2687.47,2472.58,3666.92
RU2012-059,RU2012-059,346.85,339.65,777.29
RU2012-052,RU2012-052,327.46,709.39,1279.82
RU2012-082,RU2012-082,72.31,79.8,317.23
UI11-00035,UI11-00035,2512.39,1658.23,3140.72
RU2012-169,RU2012-169,365.39,474.26,883.76
RU2012-181,RU2012-181,1543.68,820.78,2143.74
RU2012-036,RU2012-036,313.28,667.2,924.42
RU2012-121,RU2012-121,921.45,851.11,1355.24
RU2012-084,RU2012-084,268.73,413.84,610.97
RU2012-035,RU2012-035,380.1,522.35,829.26
RU2012-170,RU2012-170,373.42,581.9,1354.65
RU2012-215,RU2012-215,145.83,319.56,655.52
JPN-2010-002,JPN-2010-002,1319.95,1090.75,2842.73
RU2012-019,RU2012-019,260.75,313.55,571.09
RU2012-178,RU2012-178,692.37,736.42,1219.82
RU2012-106,RU2012-106,235.16,236.54,465.8
IGR-2011-005,IGR-2011-005,1924.79,2262.67,5689.48
JPN-2011-020,JPN-2011-020,3098.76,2430.99,6122.5
RU2012-069,RU2012-069,269.85,247.15,646.48
RU2012-034,RU2012-034,251.47,312.75,837.31
JPN-2010-007,JPN-2010-007,1329.24,717.45,2535.66
RU2012-085,RU2012-085,71.54,89.85,320.28
RU2012-056.2 (2x),RU2012-056.2 (2x),714.19,596.85,1113.58
RU2012-194,RU2012-194,516.82,740.45,1461.62
JM11-006,JM11-006,2976.54,3646.18,5439.31
RU2012-098,RU2012-098,479.82,535.43,1069.47
RU2012-128,RU2012-128,146.51,282.21,858.82
RU2012-050,RU2012-050,421.56,416.98,783.43
RU2012-044,RU2012-044,121.4,79.56,331.77
JM11-027-1,JM11-027-1,1395.15,1910.44,3623.77
RU2012-066,RU2012-066,554.78,588.32,869.58
RU2012-165,RU2012-165,540.12,1026.58,2015.18
RU2012-072,RU2012-072,323.67,228.75,636.62
RU2012-143,RU2012-143,171.35,322.26,765.41
JPN-2010-014,JPN-2010-014,3648.94,2280.59,5069.63
JPN-2011-016,JPN-2011-016,2405.87,2354.24,5252.8
RU2012-080,RU2012-080,820.38,898.19,1607.32
RU2012-135,RU2012-135,153.21,322.45,870.62
RU2012-182,RU2012-182,777.36,1210.94,2103.54
RU2012-030,RU2012-030,283.57,530.08,938.27
M. sacchariflorus 'Bluemel'-UI10-00117,UI10-00117,2334.31,2327.87,4295.24
RU2012-081,RU2012-081,851.46,914.49,1718.78
RU2012-093,RU2012-093,582.49,706.57,1237.41
PMS-071,PMS-071,1131.28,1503.58,1860.45
RU2012-043,RU2012-043,319.51,606.73,1041.02
JPN-2010-011,JPN-2010-011,3895.57,2167.76,4954.3
RU2012-153,RU2012-153,776.39,501.3,1536.21
UI11-00032,UI11-00032,2474.81,1832.72,5477.35
RU2012-062,RU2012-062,323.22,531.41,873.05
JPN-2011-019,JPN-2011-019,2797.58,2353.09,5100.33
RU2012-140,RU2012-140,400.59,336.55,818.9
RU2012-060,RU2012-060,467.32,640.01,1188.26
PMS-074,PMS-074,535.61,1420.78,2200.45
RU2012-209,RU2012-209,456.39,586.9,1521.35
JPN-2011-010,JPN-2011-010,973.77,816.5,2055.47
RU2012-016,RU2012-016,759.25,549.39,1412.7
RU2012-154,RU2012-154,482.39,540.49,1387.72
RU2012-206,RU2012-206,754.83,741.36,1913.57
RU2012-047,RU2012-047,489.41,467.45,799.95
RU2012-205,RU2012-205,1228.72,1570.03,2559.72
JPN-2011-013,JPN-2011-013,2635.49,2621.93,4650.5
M. sacchariflorus 'Golf Course 4x'-UI11-00007,UI11-00007,704.61,776.15,1742.13
RU2012-094,RU2012-094,343.56,383.89,810.71
RU2012-156,RU2012-156,410.26,578.7,1088.3
JPN-2011-005,JPN-2011-005,2642.35,2134.32,5079.64
UI11-00031,UI11-00031,3954.63,2811.51,5130.48
RU2012-213,RU2012-213,1394.15,1339.43,1796.58
RU2012-130,RU2012-130,642.32,782.98,1316.38
RU2012-136,RU2012-136,371.73,493.68,1091.27
UI11-00037,UI11-00037,4085.5,1706.37,NA
RU2012-207,RU2012-207,352.15,503.93,1422.29
RU2012-092,RU2012-092,561.47,409.11,923.14
RU2012-020,RU2012-020,488.79,617.53,1090.08
RU2012-074,RU2012-074,623.47,468.67,842.5
RU2012-105,RU2012-105,197.94,329.42,668.22
RU2012-075,RU2012-075,NA,NA,NA
UI11-00039,UI11-00039,2059.8,1128.49,4494.04
RU2012-151,RU2012-151,333.71,425.03,1033.67
JPN-2010-012,JPN-2010-012,2657.4,2584.65,4849.08
RU2012-158,RU2012-158,1072.31,1097.87,1725.34
RU2012-175,RU2012-175,649.84,757.69,1890.31
JM11-037,JM11-037,1885.74,2471.91,4071.89
RU2012-212,RU2012-212,222.97,492.43,1268.66
RU2012-104,RU2012-104,727.13,814.74,1451.94
UI11-00033,UI11-00033,4242.38,3150.57,4446.73
RU2012-076,RU2012-076,611.23,808.39,1357.55
RU2012-070,RU2012-070,575.44,585.39,1257.35
JM11-027-2,JM11-027-2,1460.22,2072.09,4646.89
RU2012-041,RU2012-041,210.38,335.46,985.69
JPN-2010-008,JPN-2010-008,2430.46,2164.14,4196.36
RU2012-102,RU2012-102,460.82,353.89,1459.43
JPN-2011-014,JPN-2011-014,2064.31,1280.45,2778.18
JPN-2011-001,JPN-2011-001,2674.98,2772.12,3660.49
PMS-076,PMS-076,1763.22,1724.56,1801.82
RU2012-196,RU2012-196,518.4,577.72,1038.3
RU2012-049,RU2012-049,316.54,452.5,596.83
RU2012-066,RU2012-066,430.12,759.51,816.89
RU2012-061,RU2012-061,364.46,559.34,884.24
RU2012-056.2 (2x),RU2012-056.2 (2x),594.87,604.16,1160.02
RU2012-213,RU2012-213,1375.89,1172.4,1347.65
RU2012-168,RU2012-168,393.75,333.24,491.12
RU2012-014,RU2012-014,865.49,1142.62,1485.3
RU2012-205,RU2012-205,846.37,1343.18,2069.32
RU2012-112,RU2012-112,483.26,646.51,672.57
RU2012-183,RU2012-183,1347.82,1280.95,1615.52
RU2012-206,RU2012-206,681.32,701.52,1174.38
JPN-2011-012,JPN-2011-012,3002.51,2834.34,3988.97
JM11-019,JM11-019,2281.46,2877.71,4388.55
RU2012-060,RU2012-060,375.18,455.18,794.31
RU2012-027,RU2012-027,263.04,445.12,621.57
JPN-2011-003,JPN-2011-003,2933.39,3399.04,5461.72
RU2012-212,RU2012-212,601.89,848.5,1319.55
RU2012-141,RU2012-141,313.56,467.37,798.49
RU2012-214,RU2012-214,1216.53,1018.4,1470.49
RU2012-158,RU2012-158,1014.94,1230.87,1359.07
RU2012-084,RU2012-084,414.7,613.42,642.4
RU2012-070,RU2012-070,412.38,692.22,977.66
JPN-2011-010,JPN-2011-010,902.01,1036.83,1929.01
RU2012-195,RU2012-195,416.35,619.98,864.81
RU2012-087,RU2012-087,203.11,377.12,530.56
RU2012-038,RU2012-038,393.67,440.01,674.44
M. ×giganteus 'Nagara'-UI10-00123,UI10-00123,7023,6839.65,8107.5
RU2012-086,RU2012-086,616.23,866.71,1062.55
RU2012-100,RU2012-100,420.13,679.31,871.87
RU2012-016,RU2012-016,526.43,549.01,1010.16
M. sacchariflorus 'Golf Course 2x'-UI11-00006,UI11-00006,860.34,972.1,1604.38
RU2012-056.1WD (4x),RU2012-056.1WD (4x),536.21,953.98,939.76
RU2012-144,RU2012-144,370.2,541.87,574.59
RU2012-065,RU2012-065,378.28,556.54,797.98
RU2012-135,RU2012-135,280.98,409.75,585.02
RU2012-044,RU2012-044,119.06,152.19,234.28
JM11-006,JM11-006,4834.5,3908.36,3857.52
RU2012-159,RU2012-159,199.23,615.7,1017.6
RU2012-182,RU2012-182,700.69,1152.05,1563.46
M. sacchariflorus 'Bluemel'-UI10-00117,UI10-00117,2199.92,2752,3620.24
UI11-00033,UI11-00033,3332.45,2023.89,3237.89
JPN-2011-002,JPN-2011-002,2173.56,1388.5,3922.35
RU2012-128,RU2012-128,161.86,431.36,607.79
UI11-00035,UI11-00035,2879.34,2331.27,3361.16
RU2012-203,RU2012-203,264.53,424.43,1153.31
RU2012-185,RU2012-185,1123.64,1019.13,2038.88
RU2012-088,RU2012-088,583.27,704.29,1104.11
JPN-2011-015,JPN-2011-015,1686.9,1941.98,2363.35
IGR-2011-005,IGR-2011-005,1953.26,2276.13,4492.29
RU2012-114,RU2012-114,366.92,457.63,596.89
RU2012-153,RU2012-153,364.95,823.09,1190.89
RU2012-048,RU2012-048,336.51,601.73,743.59
RU2012-047,RU2012-047,439.62,549.34,732.86
RU2012-075,RU2012-075,NA,NA,NA
RU2012-211,RU2012-211,359.97,889.09,955.73
RU2012-082,RU2012-082,69.17,71.79,317.12
RU2012-078,RU2012-078,700.65,693.21,1230.35
JPN-2010-002,JPN-2010-002,709.13,1458.59,2945.2
UI11-00031,UI11-00031,3404.15,3202.63,4673.39
RU2012-146,RU2012-146,53.67,254.87,513.36
RU2012-110,RU2012-110,495.16,777.04,868.63
JPN-2011-017,JPN-2011-017,2872.93,1813.12,4219.34
RU2012-108,RU2012-108,212.78,166.88,216.14
RU2012-059,RU2012-059,291.92,513.67,662.13
UI11-00037,UI11-00037,3505.85,1915.14,3589.98
JPN-2011-011,JPN-2011-011,2477.89,1348.8,4299.56
RU2012-031,RU2012-031,407.18,563.02,694.37
JPN-2011-016,JPN-2011-016,3024.15,3087.11,5549.84
RU2012-175,RU2012-175,443.6,714.56,1307.46
RU2012-163,RU2012-163,1097.73,1310.09,1689.6
RU2012-058,RU2012-058,357.48,320.01,884.23
RU2012-035,RU2012-035,455.57,380.33,570.19
RU2012-207,RU2012-207,267.81,441.39,1219.04
RU2012-028,RU2012-028,268.76,318.1,349.46
JM11-002,JM11-002,4497.5,3763.4,4685.61
JPN-2010-008,JPN-2010-008,1948.79,1874.33,2554.35
RU2012-098,RU2012-098,478.96,573.18,965.68
JPN-2010-014,JPN-2010-014,3415.19,1533.52,3442.85
RU2012-069,RU2012-069,365.08,440.7,589.55
RU2012-161,RU2012-161,669.21,981.85,1501.79
RU2012-083,RU2012-083,402.54,842.68,931.69
RU2012-145,RU2012-145,193.65,443.34,632.56
RU2012-055,RU2012-055,1075.43,1283.62,1922.09
RU2012-064,RU2012-064,495.21,662.41,984.2
RU2012-094,RU2012-094,550.18,654.12,1083.65
RU2012-099,RU2012-099,631.23,422.76,1178.68
RU2012-074,RU2012-074,596.62,667.69,996.55
RU2012-052,RU2012-052,729.84,990.33,1652.72
RU2012-101,RU2012-101,498.71,555.99,881.96
RU2012-072,RU2012-072,359.52,282.34,656.81
JM11-027-2,JM11-027-2,1082.17,1287.2,2167.59
RU2012-130,RU2012-130,93.42,289.2,614.94
RU2012-151,RU2012-151,479.81,535.87,642.16
RU2012-170,RU2012-170,288.55,506.51,855.97
M. ×giganteus 'Illinois'-UI10-00107,UI10-00107,4340.5,6660.1,9289.5
UI11-00038,UI11-00038,3361.27,3392.63,4811.57
RU2012-127,RU2012-127,302.87,394.91,448.81
UI11-00032,UI11-00032,2905.14,1498.84,2512.92
JPN-2010-004,JPN-2010-004,2434.17,2441.21,2893.01
RU2012-189,RU2012-189,1379.85,1343.27,1817.83
PMS-071,PMS-071,761.53,1062.32,1852.07
RU2012-034,RU2012-034,285.44,307.64,632.41
RU2012-137,RU2012-137,211.41,357.64,635.33
RU2012-076,RU2012-076,450.06,690.75,928.11
JPN-2011-006,JPN-2011-006,3086.95,3136.81,5352.38
RU2012-118,RU2012-118,540.29,571.7,906.62
RU2012-068,RU2012-068,595.38,587.3,674.39
RU2012-053,RU2012-053,207.19,175.4,522.41
RU2012-050,RU2012-050,401.67,455.93,NA
RU2012-177,RU2012-177,324.51,866.81,958.47
RU2012-199,RU2012-199,11.58,42.35,532.52
RU2012-018,RU2012-018,684.87,907.08,960.14
UI11-00036,UI11-00036,2576.39,2216.76,2863.23
RU2012-181,RU2012-181,844.21,769.88,727.04
JPN-2010-001,JPN-2010-001,2423.9,2067.23,2638.29
RU2012-179,RU2012-179,846.14,642.68,1103.29
JPN-2010-015,JPN-2010-015,1183.24,1132.2,2163.37
RU2012-104,RU2012-104,374.57,459.99,909.76
RU2012-081,RU2012-081,570.25,835,1243.11
RU2012-096,RU2012-096,250.16,428.49,778.27
RU2012-119,RU2012-119,196.41,219.46,661.44
RU2012-138,RU2012-138,409.15,766.39,1059.15
RU2012-116,RU2012-116,606.25,740.96,1152.7
RU2012-178,RU2012-178,228.74,561.85,1230.82
RU2012-132,RU2012-132,664.62,940.04,1055.1
RU2012-154,RU2012-154,605.47,884.79,1309.87
RU2012-152,RU2012-152,874.94,588.32,1271.28
UI11-00039,UI11-00039,2339.87,1464.2,3776.87
JPN-2010-007,JPN-2010-007,1227.34,1225.02,3051.22
RU2012-019,RU2012-019,462.33,548.25,622.28
JM11-040,JM11-040,3711.45,3385.99,4074.5
JPN-2011-018,JPN-2011-018,1862.87,1302.11,3336.36
RU2012-097,RU2012-097,325.53,463.85,681.07
RU2012-215,RU2012-215,253.41,429.05,884.47
RU2012-131,RU2012-131,207.48,283.67,315.57
JPN-2011-005,JPN-2011-005,2261.65,2173.65,2944.18
UI11-00034,UI11-00034,2433.85,3143.99,4995.57
RU2012-184,RU2012-184,949.35,846.57,1171.82
JPN-2010-010,JPN-2010-010,2862.31,1940.18,2951.05
RU2012-143,RU2012-143,221.36,401.1,165.27
RU2012-209,RU2012-209,363.19,672.21,1020.08
RU2012-029,RU2012-029,366.94,426.85,412.24
RU2012-188,RU2012-188,1265.19,1055.98,1700.32
RU2012-156,RU2012-156,544.71,992.8,1353.11
RU2012-125,RU2012-125,872.16,856.36,694.99
RU2012-149,RU2012-149,370.08,263.18,502.71
RU2012-017,RU2012-017,449.56,487.11,1281.53
RU2012-167,RU2012-167,351.09,433.59,997.16
RU2012-036,RU2012-036,493.54,592.38,777.23
RU2012-174,RU2012-174,567.29,1102.54,1750.41
RU2012-102,RU2012-102,370.21,653.07,969.27
RU2012-111,RU2012-111,106.35,378.11,626.09
RU2012-095,RU2012-095,116.04,128.19,550.19
RU2012-201,RU2012-201,228.55,583.61,991.55
JPN-2010-009,JPN-2010-009,2579.16,2889.66,4180.93
RU2012-091,RU2012-091,424.15,487.01,658.93
